,adult,budget,id,imdb_id,original_language,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count
11161,FALSE,5000000,25967,tt0446719,en,3.727745,9/10/05,0,95,Released,Isolation,5.6,57
11162,FALSE,9000000,25968,tt1068678,en,5.553972,5/16/09,0,103,Released,Veronika Decides to Die,5.8,75
11176,FALSE,515788,26010,tt1236370,en,3.407635,12/5/08,0,89,Released,Legendary Assassin,6.2,24
11182,FALSE,12000000,26022,tt1188996,hi,11.264586,2/12/10,42345360,145,Released,My Name Is Khan,7.7,237
11190,FALSE,2500000,26039,tt0062138,en,5.352165,8/30/67,3200000,92,Released,Point Blank,7.1,97
11192,FALSE,2000000,26042,tt0157171,en,1.920393,10/12/99,0,94,Released,Warlock III: The End of Innocence,4.2,15
11208,FALSE,9000000,26127,tt0106309,en,2.506227,8/4/93,0,106,Released,Joshua Tree,5.1,33
11217,FALSE,12000000,26142,tt0101746,en,8.337242,7/24/91,38120905,122,Released,The Doctor,6.6,24
11219,FALSE,2196531,26147,tt0453365,fi,0.947509,12/30/05,2411594,107,Released,FC Venus,5.6,10
11220,FALSE,27000000,26149,tt0166943,en,3.104943,10/29/99,14859394,124,Released,Music of the Heart,6.3,49
11227,FALSE,4800000,26165,tt0270480,es,1.059641,9/28/01,0,115,Released,Mad Love,5.2,6
11232,FALSE,21000000,26171,tt0780511,en,6.786855,12/4/09,0,99,Released,Everybody's Fine,6.5,291
11239,FALSE,5500000,26178,tt0087981,en,1.822979,4/19/84,801000,95,Released,Razorback,5.6,33
11250,FALSE,6000000,26198,tt0085780,en,3.554491,12/16/83,3661757,96,Released,The Keep,5.9,56
11262,FALSE,5000000,26233,tt1018817,en,1.44619,3/25/08,0,91,Released,April Fool's Day,3.7,19
11282,FALSE,3500000,26268,tt0060490,en,8.55931,2/23/66,12000000,121,Released,Harper,6.3,37
11295,FALSE,1400000,26291,tt0102898,en,2.714993,3/13/91,0,87,Released,Shakes the Clown,5.5,25
11300,FALSE,7000000,26300,tt0113074,en,1.171193,4/22/95,0,103,Released,Fist of the North Star,4.4,15
11303,FALSE,8000000,26306,tt0119937,en,2.93818,1/24/97,589304,106,Released,Prefontaine,6.7,21
11311,FALSE,300000,26326,tt0079813,en,3.019609,8/24/79,0,93,Released,Rock 'n' Roll High School,6.6,39
11324,FALSE,10000000,26352,tt0110399,en,3.021526,11/23/94,29392418,100,Released,A Low Down Dirty Shame,6,31
11340,FALSE,3250000,26379,tt1532957,en,2.03188,12/4/09,0,133,Released,Paa,6.6,20
11344,FALSE,6000000,26386,tt0095107,en,3.590547,11/11/88,28202109,95,Released,Ernest Saves Christmas,4.9,47
11346,FALSE,1987650,26388,tt1462758,en,7.389437,9/24/10,19152480,94,Released,Buried,6.6,853
11347,FALSE,52000000,26389,tt1179034,en,6.885593,2/5/10,52826594,92,Released,From Paris with Love,6.2,684
11348,FALSE,17000000,26390,tt1210042,en,12.50422,1/16/09,29536299,133,Released,Brooklyn's Finest,6.2,296
11356,FALSE,12000000,26425,tt0123221,en,1.165752,2/26/99,0,115,Released,Just the Ticket,5.8,8
11359,FALSE,70000000,26428,tt1186830,en,8.029671,5/17/09,39041505,127,Released,Agora,6.9,404
11372,FALSE,12000000,26466,tt1187064,en,10.217404,10/16/09,0,99,Released,Triangle,6.9,623
11389,FALSE,87000000,26505,tt0940657,en,9.603484,11/26/09,0,93,Released,Arthur and the Revenge of Maltazard,5.3,392
11396,FALSE,3500000,26515,tt0095925,en,11.841506,6/9/88,4385516,86,Released,Pumpkinhead,5.9,108
11399,FALSE,300000,26518,tt0468526,en,2.196695,1/1/06,0,73,Released,Old Joy,6.3,36
11400,FALSE,2000000,26520,tt0064100,en,1.81433,9/17/69,30000000,101,Released,Bob & Carol & Ted & Alice,6.2,20
11402,FALSE,6000000,26522,tt0088146,en,12.019262,9/14/84,21821347,101,Released,A Soldier's Story,6.2,54
11415,FALSE,2000000,26554,tt0090849,en,4.098849,12/12/86,0,85,Released,Class of Nuke 'Em High,5.7,43
11416,FALSE,15000000,26555,tt0090856,en,4.079853,7/11/86,12308521,96,Released,Club Paradise,4.3,20
11418,FALSE,40000,26558,tt0090866,en,1.640696,5/14/86,0,92,Released,Combat Shock,6.4,14
11429,FALSE,74050,26579,tt0368774,en,2.789574,9/15/04,176153,98,Released,The Heart is Deceitful Above All Things,5.7,38
11431,FALSE,502318,26581,tt0059126,en,2.187942,8/23/65,0,82,Released,Dr. Who and the Daleks,6.1,20
11432,FALSE,10000000,26583,tt1296869,en,7.756334,10/3/09,0,94,Released,The Keeper,5.4,26
11442,FALSE,34000000,26602,tt0234829,en,5.499867,8/22/01,19693891,108,Released,Summer Catch,4.8,63
11453,FALSE,7000000,26623,tt0116401,en,1.916293,12/20/96,0,87,Released,Generation X,4,15
11468,FALSE,5000000,26655,tt0469937,en,2.255781,6/6/06,0,96,Released,Like Mike 2: Streetball,3.6,16
11475,FALSE,12000000,26670,tt0105017,en,4.179487,3/20/92,2280148,101,Released,Noises Off...,7,38
11476,FALSE,1500000,26676,tt0127045,en,0.506196,11/14/86,0,91,Released,Neon Maniacs,4.8,6
11479,FALSE,200000,26680,tt0076704,en,6.649791,7/15/77,0,85,Released,Shock Waves,5.3,29
11480,FALSE,1000000,26682,tt0111002,en,3.520748,7/22/94,0,95,Released,Roadracers,5.4,22
11483,FALSE,2000000,26687,tt0950500,en,0.502636,11/2/06,0,100,Released,The Unseeable,6.8,10
11484,FALSE,12500000,26688,tt1232783,en,5.010852,9/9/09,27206120,101,Released,Sorority Row,5.3,179
11503,FALSE,2278264,26725,tt0091647,en,5.917152,3/7/86,0,93,Released,Nomads,5.3,20
11510,FALSE,5000000,26748,tt0116905,en,9.069963,6/21/96,13269963,135,Released,Lone Star,6.9,79
11511,FALSE,200000,26750,tt1540880,en,0.323969,10/21/09,0,144,Released,Fall of the Republic: The Presidency of Barack H. Obama,6.4,7
11523,FALSE,140000,26774,tt0066849,en,2.221513,1/1/71,0,93,Released,The Blood on Satan's Claw,6.9,26
11527,FALSE,28000000,26787,tt0115195,en,2.48966,2/4/96,0,186,Released,Gulliver's Travels,6.9,35
11529,FALSE,1000000,26791,tt0268200,en,0.202478,3/30/01,852206,119,Released,Brigham City,7.3,4
11544,FALSE,1250000,26815,tt1434447,hi,2.250426,12/11/09,0,156,Released,Rocket Singh: Salesman of the Year,7,28
11558,FALSE,35000000,26843,tt0081059,en,2.875229,4/17/81,0,173,Released,Lion of the Desert,7.5,36
11564,FALSE,250000,26857,tt0053363,en,2.28087,7/29/59,0,82,Released,The Tingler,6.4,34
11565,FALSE,50000,26860,tt0023694,en,2.692891,8/4/32,0,67,Released,White Zombie,5.9,52
11570,FALSE,204956,26872,tt0475420,en,0.381672,1/1/05,0,70,Released,The Untold Story of Emmett Louis Till,7.5,2
11586,FALSE,800000,26899,tt0339419,en,7.137026,1/17/03,62852,94,Released,The Mudge Boy,7.3,24
11588,FALSE,1700000,26910,tt0367495,ta,0.654611,1/14/03,0,160,Released,Anbe Sivam,7.2,8
11606,FALSE,70000,26946,tt0050147,en,5.264676,2/10/57,0,62,Released,Attack of the Crab Monsters,4.9,16
11611,FALSE,780000,26954,tt0100438,en,2.788831,11/28/90,0,88,Released,Puppet Master II,5.8,32
11613,FALSE,800000,26956,tt0102728,en,3.349812,10/17/91,0,86,Released,Puppet Master III Toulon's Revenge,6,32
11627,FALSE,15000000,26978,tt0086346,en,3.521436,5/20/83,16500000,90,Released,Spacehunter: Adventures in the Forbidden Zone,5.1,37
11629,FALSE,2000000,26985,tt0405615,en,0.847668,11/1/05,0,102,Released,The 12 Dogs of Christmas,4.4,14
11633,FALSE,7000000,27004,tt1106860,en,9.107829,1/1/10,46488,108,Released,Ca$h,6,73
11634,FALSE,550,27007,tt0390336,en,1.443607,6/12/03,0,82,Released,Overnight,6.9,17
11639,FALSE,802000,27017,tt0034746,en,6.165341,10/21/42,4371000,104,Released,For Me and My Gal,6.2,12
11642,FALSE,150000000,27022,tt0963966,en,12.533525,7/13/10,215283742,109,Released,The Sorcerer's Apprentice,5.9,1526
11643,FALSE,3800000,27023,tt1276105,en,2.894924,6/10/09,111731,84,Released,Saint John of Las Vegas,5.9,18
11644,FALSE,3500000,27029,tt0053131,en,3.473993,6/18/59,12800000,149,Released,The Nun's Story,7.4,46
11651,FALSE,275,27040,tt0036154,en,2.574317,1/1/43,0,14,Released,Meshes of the Afternoon,7.7,57
11654,FALSE,5000000,27046,tt0987918,ru,1.792402,12/21/07,55635037,125,Released,The Irony of Fate. The Sequel,4.7,24
11661,FALSE,5000000,27064,tt0089603,en,8.591834,5/15/85,502758,121,Released,Mishima: A Life in Four Chapters,7.7,37
11671,FALSE,1500000,27085,tt0073260,en,2.343888,8/13/75,0,90,Released,The Land That Time Forgot,5.7,37
11673,FALSE,20000,27090,tt0365960,en,1.394528,9/3/03,0,92,Released,Zero Day,7.1,24
11692,FALSE,700,27122,tt0485857,en,1.240934,1/15/08,0,88,Released,The Attic,3.8,15
11702,FALSE,4500000,27150,tt0084684,en,1.808605,4/2/82,10500000,103,Released,Silent Rage,5,22
11713,FALSE,4000000,27191,tt0044672,en,4.011363,1/10/52,36000000,152,Released,The Greatest Show on Earth,6.6,51
11721,FALSE,160000000,27205,tt1375666,en,29.108149,7/14/10,825532764,148,Released,Inception,8.1,14075
11733,FALSE,750000,27230,tt0081793,en,8.952589,11/1/80,0,100,Released,Christmas Evil,5.6,34
11736,FALSE,850000,27236,tt0067893,en,4.550433,7/7/71,0,102,Released,Two-Lane Blacktop,6.7,58
11748,FALSE,2000000,27270,tt0090630,en,1.354171,4/8/86,0,84,Released,America 3000,3.8,6
11751,FALSE,2500000,27274,tt0099611,en,5.097791,6/1/90,205068,85,Released,Frankenhooker,5.7,65
11764,FALSE,15000000,27303,tt0113303,en,8.182165,3/3/95,12201255,103,Released,Hideaway,5,24
11773,FALSE,10000000,27322,tt0119572,en,1.251862,3/14/97,0,104,Released,Love Jones,8.1,12
11774,FALSE,300000,27323,tt0085764,en,2.290725,3/4/83,3952448,88,Released,Joysticks,5.2,14
11777,FALSE,3000,27328,tt0076295,en,1.191593,1/1/73,0,78,Released,The Last House on Dead End Street,4.8,16
11787,FALSE,350000,27346,tt0081114,en,4.838469,11/7/80,0,87,Released,Maniac,6.1,77
11800,FALSE,1344000,27367,tt0035093,en,3.306745,6/4/42,13500000,134,Released,Mrs. Miniver,6.7,47
11811,FALSE,250000,27387,tt0330181,en,6.677536,5/13/03,0,88,Released,Gacy,4.4,18
11812,FALSE,90000,27390,tt0096142,en,1.471453,1/29/88,0,80,Released,Sorority Babes in the Slimeball Bowl-O-Rama,4.9,22
11822,FALSE,23000,27412,tt0095312,en,2.351002,3/1/88,0,75,Released,Hollywood Chainsaw Hookers,5.4,26
11823,FALSE,1065000,27414,tt0088117,en,3.81324,11/9/84,0,79,Released,"Silent Night, Deadly Night",5.6,65
11825,FALSE,12000000,27418,tt0097967,en,3.801832,10/20/89,15942628,108,Released,Next of Kin,5,53
11830,FALSE,179000,27429,tt0073705,en,11.540666,10/10/75,0,87,Released,Shivers,6.3,127
11832,FALSE,1000000,27431,tt0065761,it,4.392321,2/11/71,0,110,Released,The Cat o' Nine Tails,6.9,52
11833,FALSE,100000,27432,tt0076263,en,2.777856,11/14/78,362222,83,Released,Killer of Sheep,6.5,27
11844,FALSE,187000,27449,tt0023775,en,3.363332,7/12/33,0,71,Released,Baby Face,6.9,30
11862,FALSE,40000,27476,tt0093628,en,1.453912,6/15/88,0,83,Released,Nightmare Sisters,4.9,8
11864,FALSE,185000,27495,tt0078405,en,2.159181,3/15/78,0,93,Released,The Toolbox Murders,5.4,24
11869,FALSE,217000,27503,tt0018528,en,1.48162,6/4/27,0,63,Released,The Unknown,7.6,24
11871,FALSE,103000,27505,tt0016473,en,1.345287,9/16/25,704000,86,Released,The Unholy Three,5.8,11
11872,FALSE,259000,27506,tt0019563,en,0.722511,11/24/28,921000,65,Released,West of Zanzibar,6.2,5
11873,FALSE,293000,27507,tt0019074,en,0.815852,4/14/28,0,73,Released,"Laugh, Clown, Laugh",6.4,7
11874,FALSE,89000,27509,tt0011565,en,0.971225,8/15/20,0,90,Released,The Penalty,6.6,11
11875,FALSE,172000,27511,tt0014972,en,0.719924,12/22/24,0,95,Released,He Who Gets Slapped,7.2,15
11883,FALSE,50000,27545,tt0054462,en,1.78919,11/2/59,0,73,Released,The Wasp Woman,4.6,19
11884,FALSE,50000,27548,tt0234748,en,1.00E-06,5/13/88,0,85,Released,Slime City,4.7,7
11885,FALSE,6000000,27549,tt0101412,en,4.038283,6/8/91,869325,107,Released,Beastmaster 2: Through the Portal of Time,4.6,17
11888,FALSE,1645000,27554,tt0067549,en,8.802676,7/13/71,0,110,Released,The Panic in Needle Park,6.5,74
11890,FALSE,3500000,27561,tt1337032,en,3.093829,9/25/09,0,101,Released,Trailer Park Boys: Countdown to Liquor Day,7,42
11894,FALSE,31000000,27569,tt1244659,en,6.523155,1/21/10,15134293,105,Released,Extraordinary Measures,6,93
11895,FALSE,40000000,27573,tt1038919,en,6.715263,3/16/10,136000000,110,Released,The Bounty Hunter,5.6,878
11896,FALSE,110000000,27576,tt0944835,en,8.704455,7/21/10,293329073,100,Released,Salt,6.2,2125
11897,FALSE,80000000,27578,tt1320253,en,14.75562,8/3/10,274470394,103,Released,The Expendables,6,2977
11898,FALSE,20000000,27579,tt1440728,en,7.275649,8/31/10,65464324,104,Released,The American,5.8,488
11899,FALSE,100000000,27581,tt1386588,en,12.536621,8/6/10,170432927,107,Released,The Other Guys,6.1,1406
11900,FALSE,40000000,27582,tt0472399,en,9.832342,1/13/11,51070807,93,Released,The Mechanic,6.3,1066
11903,FALSE,5000000,27585,tt0935075,en,7.007993,12/16/10,5129058,91,Released,Rabbit Hole,6.8,167
11904,FALSE,10000000,27586,tt1017451,en,19.42051,3/19/10,2995811,106,Released,The Runaways,6.3,262
11914,FALSE,500000,27601,tt0212879,en,4.693487,11/1/01,0,109,Released,Citizen Toxie: The Toxic Avenger IV,6.2,30
11928,FALSE,66500,27636,tt0057078,en,2.227007,8/29/63,0,87,Released,The Whip and the Body,6.2,25
11933,FALSE,679000,27645,tt0066732,en,1.307196,11/10/71,0,98,Released,200 Motels,5.5,5
11934,FALSE,10000000,27646,tt1268809,en,3.537361,8/30/09,0,93,Released,Night of the Demons,4.6,42
11939,FALSE,1500000,27662,tt0092863,en,0.785271,5/1/88,0,90,Released,Deep Space,3.8,4
11941,FALSE,2000,27671,tt1110059,en,0.222681,7/6/07,0,86,Released,Pop Skull,3.7,3
11948,FALSE,350000,27696,tt0765481,en,0.116875,1/1/06,0,90,Released,The Thirsting,5,1
11954,FALSE,150000,27711,tt0250469,en,0.531305,10/24/00,0,72,Released,Killjoy,2.2,10
11955,FALSE,30000,27712,tt0295369,en,0.525622,1/8/02,0,77,Released,Killjoy 2: Deliverance from Evil,3,5
11960,FALSE,1500000,27723,tt0206226,en,3.898441,8/6/00,0,95,Released,Psycho Beach Party,6,26
11962,FALSE,455000,27725,tt0033717,en,6.27696,1/25/41,0,100,Released,High Sierra,7,66
11968,FALSE,12000000,27740,tt0093855,en,2.731501,5/1/87,0,101,Released,A Return to Salem's Lot,4.4,18
11974,FALSE,17000000,27759,tt0056800,en,2.972529,5/6/63,10000000,154,Released,55 Days at Peking,6.5,38
11980,FALSE,3000000,27770,tt0117692,en,2.637369,9/3/96,0,98,Released,Sometimes They Come Back... Again,4,28
11984,FALSE,1100000,27791,tt0124102,en,2.31478,10/2/98,631221,86,Released,Strangeland,4.7,36
11985,FALSE,17000000,27793,tt0110647,en,6.252377,10/26/94,0,95,Released,The Neverending Story III: Escape from Fantasia,4.4,105
11987,FALSE,14000000,27804,tt0108327,en,2.923094,7/16/93,0,116,Released,The Thing Called Love,6.5,41
11989,FALSE,35000,27813,tt0083624,en,6.631724,4/14/82,0,91,Released,Basket Case,6.2,75
11991,FALSE,2500000,27815,tt0099108,en,4.052825,3/2/90,0,90,Released,Basket Case 2,5.6,33
11995,FALSE,47000,27832,tt0068414,en,0.783754,5/19/71,0,72,Released,The Corpse Grinders,3.8,6
12004,FALSE,3000000,27854,tt0035896,en,14.373861,7/12/43,0,170,Released,For Whom the Bell Tolls,6.1,41
12013,FALSE,1000000,27873,tt0084887,en,0.815844,1/1/82,3000000,91,Released,Battletruck,4.2,5
12031,FALSE,1200000,27919,tt0429068,en,0.753558,1/1/06,0,103,Released,The Second Chance,4.9,5
12038,FALSE,3000000,27932,tt0071110,en,8.480501,10/18/74,47000000,107,Released,Airport 1975,5.5,79
12041,FALSE,33000000,27936,tt1149361,fr,5.278672,10/28/09,14000000,100,Released,Micmacs,6.8,150
12047,FALSE,7000000,27944,tt1206086,ja,1.474186,4/24/09,0,111,Released,Rain Fall,6,6
12048,FALSE,5860000,27945,tt0061770,en,8.019495,3/21/67,12000000,111,Released,Hombre,7.2,55
12051,FALSE,2000000,27957,tt1171701,tr,1.315237,10/15/09,13500000,128,Released,The Breath,7.1,24
12056,FALSE,1900000,27969,tt0090217,en,1.411286,2/15/85,0,102,Released,Turk 182!,6.1,27
12059,FALSE,300000,27973,tt0028773,en,2.136689,8/27/37,0,93,Released,Dead End,7.1,19
12076,FALSE,1920000,28000,tt0049778,en,2.747776,7/3/56,3360000,113,Released,Somebody Up There Likes Me,6.8,30
12078,FALSE,3000000,28005,tt0116743,en,7.124652,9/11/96,4109095,117,Released,Kama Sutra - A Tale of Love,5.7,36
12083,FALSE,15000000,28019,tt1258137,en,3.869951,1/1/09,0,96,Released,"Give 'em Hell, Malone",5.9,30
12087,FALSE,110,28028,tt0305973,en,4.387474,10/26/02,0,110,Released,Sonny,5,15
12088,FALSE,14000000,28029,tt0120613,en,7.703645,1/29/99,0,107,Released,A Walk on the Moon,6.2,21
12091,FALSE,28000000,28032,tt0111419,en,13.856199,3/30/94,11373501,87,Released,Thumbelina,6.1,117
12093,FALSE,15000,28036,tt0460823,en,0.037702,1/1/05,0,82,Released,Horror Business,6,1
12102,FALSE,6000000,28053,tt1174730,en,7.016044,3/6/09,6670712,104,Released,City Island,6.9,114
12117,FALSE,6500000,28089,tt0790712,en,5.499937,11/13/09,1521261,113,Released,The Messenger,7,120
12118,FALSE,4000000,28090,tt0100107,en,2.412356,12/13/90,0,90,Released,Maniac Cop 2,5.3,42
12123,FALSE,1000000,28110,tt0069976,en,8.005804,7/20/73,2000000,107,Released,Dillinger,6.7,23
12125,FALSE,18000000,28117,tt0101701,en,1.33724,8/9/91,5546827,96,Released,Delirious,5.5,27
12133,FALSE,250000,28136,tt1453253,en,0.81335,6/10/09,0,75,Released,Popatopolis,6.9,7
12144,FALSE,63500,28170,tt0068649,en,2.415738,12/15/72,0,81,Released,The Gore Gore Girls,6,17
12146,FALSE,24500,28172,tt0056875,en,1.783412,6/6/63,4000000,67,Released,Blood Feast,5.3,26
12149,FALSE,65000,28177,tt0058694,en,1.682434,3/20/64,0,87,Released,Two Thousand Maniacs!,6.2,30
12150,FALSE,16000000,28178,tt1028532,en,8.621359,6/13/09,47801389,93,Released,Hachi: A Dog's Tale,7.7,1769
12151,FALSE,50000,28180,tt0059044,en,0.649273,10/13/65,0,79,Released,Color Me Blood Red,5,16
12153,FALSE,12000,28188,tt0439309,en,0.229139,7/22/05,0,90,Released,Swamp Zombies!!!,3.3,3
12158,FALSE,7000000,28200,tt0325055,en,11.37237,10/17/03,10000000,109,Released,Sylvia,5.6,34
12162,FALSE,15000000,28211,tt1352824,en,10.445867,3/25/09,8459458,96,Released,Chloe,5.9,514
12176,FALSE,2000000,28260,tt0107953,en,9.796755,10/1/93,54207,97,Released,Return of the Living Dead 3,5.9,88
12190,FALSE,1500000,28284,tt0055279,en,1.058213,5/4/61,4200000,138,Released,Parrish,6,3
12193,FALSE,520000,28288,tt0025164,en,2.863935,10/12/34,0,107,Released,The Gay Divorcee,7.2,17
12207,FALSE,17000000,28313,tt0113691,en,7.698526,3/17/95,7603766,106,Released,Losing Isaiah,6.4,28
12220,FALSE,150000,28349,tt0225481,en,1.149604,2/8/00,0,90,Released,The Dead Hate the Living!,3.9,9
12222,FALSE,27000000,28355,tt0795351,en,9.644085,8/13/09,29000000,109,Released,Case 39,6.1,580
12248,FALSE,322000,28426,tt0034902,en,1.48335,7/31/42,1040000,81,Released,Invisible Agent,5.7,6
12256,FALSE,225000,28437,tt0049013,en,1.105228,6/15/56,0,82,Released,The Black Sleep,6.4,11
12261,FALSE,5800000,28448,tt0096409,en,1.799311,12/4/87,257043,94,Released,Walker,6.4,16
12267,FALSE,6500000,28465,tt1360767,en,4.461175,1/1/09,0,94,Released,A Dangerous Man,5.1,37
12284,FALSE,6500000,28499,tt0870937,en,2.662584,9/19/09,0,88,Released,Open Graves,4.6,24
12286,FALSE,200000,28501,tt0055304,en,4.392322,8/12/61,2000000,80,Released,The Pit and the Pendulum,6.9,67
12287,FALSE,30000,28503,tt0056983,en,1.990789,9/25/63,0,75,Released,Dementia 13,5.4,24
12288,FALSE,65000,28504,tt0058606,en,3.285286,12/24/67,0,81,Released,Spider Baby,7.1,41
12289,FALSE,450000,28509,tt0455583,en,2.135274,8/19/05,0,94,Released,Komodo vs. Cobra,3.1,12
12290,FALSE,14000000,28510,tt1288403,en,8.226,10/1/09,875386,97,Released,Universal Soldier: Regeneration,5.2,114
12294,FALSE,9000000,28522,tt0411269,en,1.343377,8/10/05,0,103,Released,Day of the Dead 2: Contagium,3.1,13
12313,FALSE,2600000,28571,tt0041452,en,4.72533,10/6/49,0,115,Released,The Heiress,7.7,35
12318,FALSE,1250000,28580,tt0037884,en,8.731331,11/25/45,11000000,101,Released,The Lost Weekend,7.4,115
12319,FALSE,191000,28585,tt1228963,en,0.618161,8/14/09,0,82,Released,Bikini Girls on Ice,3.9,8
12337,FALSE,1500000,28640,tt0493409,en,1.059665,10/22/06,0,84,Released,Devil's Den,4.8,6
12354,FALSE,200000,28671,tt0113241,en,0.550216,8/31/96,0,112,Released,Habit,6.3,7
12356,FALSE,6300000,28677,tt1276107,en,2.390543,1/13/09,0,96,Released,Without a Paddle: Nature's Calling,5.1,18
12361,FALSE,750000,28684,tt0372803,en,0.961042,2/28/04,0,85,Released,Ring of Darkness,5.5,2
12362,FALSE,500000,28686,tt1278153,en,0.787961,3/8/09,0,104,Released,War Wolves,3.2,5
12363,FALSE,250000,28687,tt0443678,en,0.195333,9/4/07,0,90,Released,Unholy,2.8,4
12378,FALSE,64000,28733,tt0066952,en,0.592223,6/10/70,0,93,Released,"Count Yorga, Vampire",5.6,7
12382,FALSE,10000000,28739,tt0961722,en,5.187,8/11/09,0,87,Released,Cabin Fever 2: Spring Fever,4.4,96
12387,FALSE,237000,28746,tt0078398,en,1.404373,9/29/77,0,88,Released,"Ilsa, the Tigress of Siberia",4.1,18
12427,FALSE,9000000,28871,tt0887745,en,1.139949,11/16/07,706000,100,Released,How About You...,6.2,13
12429,FALSE,29000000,28881,tt0105824,en,8.004555,9/11/92,5519569,126,Released,Wind,6.1,10
12430,FALSE,500000,28891,tt0874271,en,12.239661,1/15/09,0,100,Released,Elsewhere,5.8,33
12431,FALSE,700000,28893,tt0082431,en,3.853415,10/1/81,0,81,Released,Galaxy of Terror,5.2,43
12437,FALSE,305177,28910,tt0026685,en,1.892786,4/26/35,0,60,Released,Mark of the Vampire,6.1,27
12442,FALSE,1000000,28925,tt1191971,en,1.770765,2/22/09,0,102,Released,Zone of the Dead,4.7,19
12443,FALSE,11,28932,tt0077531,en,3.566996,4/26/78,11,145,Released,F.I.S.T.,6.5,30
12445,FALSE,350000,28940,tt0083869,en,11.758627,3/24/82,0,87,Released,Eating Raoul,7,32
12446,FALSE,800000,28941,tt0090837,en,8.034105,3/21/86,0,77,Released,Chopping Mall,5.5,58
12447,FALSE,1355000,28942,tt0078908,en,9.445978,5/25/79,0,92,Released,The Brood,6.6,138
12450,FALSE,1135654,28963,tt0015400,en,3.878515,3/18/24,1213880,149,Released,The Thief of Bagdad,7.4,37
12451,FALSE,2000000,28966,tt0018578,en,8.545698,8/12/27,0,141,Released,Wings,7,59
12458,FALSE,9000000,28978,tt0018773,en,6.714813,1/6/28,0,71,Released,The Circus,8,119
12473,FALSE,600000,29032,tt0058561,en,0.284317,9/16/64,0,95,Released,The Secret Invasion,6,4
12478,FALSE,40000,29047,tt0303353,en,2.6493,1/18/02,1434436,93,Released,The Kid Stays in the Picture,7.3,19
12484,FALSE,350000,29056,tt0057449,en,4.817514,1/25/63,1499275,86,Released,The Raven,6.3,56
12485,FALSE,23000,29058,tt0048991,en,1.456121,6/15/58,0,78,Released,The Beast with a Million Eyes,2.9,7
12489,FALSE,70000,29066,tt0053610,en,0.164002,5/1/61,0,79,Released,Atlas,2,1
12492,FALSE,70000,29071,tt0051128,en,1.116166,3/1/57,0,71,Released,The Undead,4.4,7
12495,FALSE,10000000,29076,tt0171356,en,6.370105,2/4/00,1631839,101,Released,Gun Shy,5.4,24
12505,FALSE,4200000,29101,tt0382365,nl,1.148274,2/3/05,0,100,Released,Too Fat Too Furious,6.2,15
12510,FALSE,1600000,29109,tt1337040,en,1.221297,4/6/09,0,91,Released,Blue Seduction,3.5,4
12530,FALSE,7000000,29143,tt0077530,en,3.705714,8/2/78,20000000,104,Released,Eyes of Laura Mars,5.7,46
12532,FALSE,950000,29146,tt0062794,en,2.526159,9/23/68,814666,103,Released,Charly,6.6,28
12533,FALSE,250000,29150,tt1228953,en,5.130276,1/18/09,232732,91,Released,Big Fan,6.1,45
12536,FALSE,14000000,29159,tt1107816,en,2.542612,3/13/10,0,92,Released,Giallo,4.2,38
12537,FALSE,3800000,29161,tt0087909,en,5.621519,1/31/85,0,116,Released,Phenomena,6.7,146
12545,FALSE,10000000,29193,tt0120176,en,4.305735,9/8/97,13835130,110,Released,The Spanish Prisoner,7.1,74
12552,FALSE,50,29231,tt0113394,en,0.825042,10/5/95,83,98,Released,The Immortals,7.8,5
12556,FALSE,375000,29237,tt0038937,en,1.501391,1/10/46,0,70,Released,Shock,5.7,11
12560,FALSE,1243000,29244,tt0040064,en,3.803268,12/1/48,2841000,106,Released,3 Godfathers,6.1,39
12569,FALSE,100000000,29266,tt0063794,ru,2.604571,3/14/66,0,422,Released,War and Peace,7.5,16
12577,FALSE,176000,29286,tt0033397,en,0.935686,5/2/41,0,70,Released,The Black Cat,6.4,5
12580,FALSE,6000000,29293,tt0435665,en,2.693566,10/14/05,0,95,Released,House of the Dead 2,4,29
12599,FALSE,2500000,29361,tt1532261,ru,0.928271,12/3/09,2141028,91,Released,Antikiller D.K,4.6,5
12604,FALSE,50000,29369,tt0060647,fr,1.208341,12/3/66,0,90,Released,Made in U.S.A,6.5,16
12612,FALSE,4414000,29383,tt0098437,fi,3.777036,12/30/89,0,189,Released,The Winter War,7.2,21
12615,FALSE,90000,29393,tt0051885,en,0.837849,10/1/58,5000000,72,Released,Macabre,6.1,7
12624,FALSE,2000000,29406,tt1087527,en,1.963322,4/24/08,0,90,Released,Trucker,6.8,16
12629,FALSE,90000,29424,tt0069239,en,1.633103,5/1/72,0,104,Released,Hungry Wives,5.4,12
12630,FALSE,275000,29425,tt0069895,en,3.739226,3/16/73,0,103,Released,The Crazies,6,67
12631,FALSE,4000000,29426,tt1134854,en,9.159799,5/6/10,0,90,Released,Survival of the Dead,4.7,118
12632,FALSE,20000000,29427,tt0455407,en,10.914556,2/26/10,54956140,101,Released,The Crazies,6.2,649
12634,FALSE,530000,29437,tt0076590,en,11.284126,4/8/77,0,91,Released,Rabid,6.4,90
12648,FALSE,3000000,29463,tt0089444,en,1.560562,10/25/85,0,97,Released,Krush Groove,7,12
12649,FALSE,3000000,29464,tt0072351,en,2.008129,7/26/74,0,104,Released,Uptown Saturday Night,6.4,14
